OBJECTID,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,related_stations,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_charging_units,federal_agency_id,federal_agency_code,federal_agency_name,ev_network_ids_station,ev_network_ids_posts,x,y
70841,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,346359,,5/16/2024 12:00:00 AM,,[],0,E,,,Friendly Chevrolet,866-816-7584,12/1/2025 3:33:25 AM,GPS,39.735737,-89.701453,Springfield,US,,,IL,2540 Prairie Crossing,62711,,,,,,,,,,,,"[""J1772"",""J1772COMBO""]",1,,1,EV Connect,https://www.evconnect.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'EV Connect', 'connectors': {'J1772': {'power_kw': 19.2, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'EV Connect', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 50.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]",,,,[""88be9abf-1436-4a73-878e-e7c90975fd30""],"[""6392009a8ed50579d47a5a60"",""64d26d5d15e4ba5b834357f2""]",-9985520.0714,4827614.2845
70866,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,346401,,5/17/2024 12:00:00 AM,,[],0,E,,,ROSEN GROUP CPE250 ST 1,888-758-4389,12/1/2025 2:22:19 AM,GPS,42.162139,-88.334203,Algonquin,US,In between service drop off and Front door,,IL,789 S Randall Rd,60102,,,,,,,,,,,,"[""CHADEMO"",""J1772COMBO""]",1,,,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': 62.5, 'port_count': 1}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 62.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]",,,,[""USCPIL15572621""],[""25148231""],-9833318.4976,5185298.1078
70867,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,346402,,5/17/2024 12:00:00 AM,,[],0,E,,,ROSEN GROUP CPE250 2,888-758-4389,12/1/2025 2:22:19 AM,GPS,42.162075,-88.334213,Algonquin,US,South corner of building,,IL,789 S Randall Rd,60102,,,,,,,,,,,,"[""CHADEMO"",""J1772COMBO""]",1,,,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': 62.5, 'port_count': 1}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 62.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]",,,,[""USCPIL15573141""],[""25148931""],-9833319.6108,5185288.4963
70877,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,346417,,5/17/2024 12:00:00 AM,,[],0,E,,,VILL OF ADDISON LIBRARY NORTH,888-758-4389,12/1/2025 2:25:27 AM,GPS,41.932664,-87.993254,Addison,US,After 3hrs a $60 per hour overstay fee is strictly enforced.,,IL,4 Friendship Plaza,60101,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 25.7, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 25.7, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL15861221""],"[""25493001"",""25493011""]",-9795364.2285,5150898.1685
70878,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,346418,,5/17/2024 12:00:00 AM,,[],0,E,,,VILL OF ADDISON LIBRARY SOUTH,888-758-4389,12/1/2025 2:25:28 AM,GPS,41.931796,-87.992853,Addison,US,After 3hrs a $60 per hour overstay fee is strictly enforced.,,IL,4 Friendship Plaza,60101,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 13.4, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 13.4, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL15861391""],"[""25493251"",""25493261""]",-9795319.5894,5150768.2845
70900,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,346471,,5/17/2024 12:00:00 AM,,[],0,E,,,One Arlington,888-998-2546,12/1/2025 12:34:28 AM,GPS,42.0902183506933,-88.024275419695,Arlington Heights,US,,,IL,3400 West Stonegate Boulevard,60005,,,,,,,,,,,,[""J1772""],,,4,Blink Network,https://blinkcharging.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': 6.2, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': 10.4, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': 10.4, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': 10.4, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""4fb7272e-0205-403e-b0e2-58218d4f18f6""],"[""13366788-b318-4caa-b37e-f583b557cd69"",""60212a53-bd7c-40ea-8c9f-9fbf41ce27cd"",""74a3f738-6a89-4dc9-9f89-b68fbca0cb1a"",""996541b4-fb42-4d5c-99df-539473a06d47""]",-9798817.5172,5174503.3103
70902,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,346474,,4/9/2024 12:00:00 AM,,[],0,E,,,Watermark Hyundai of Marion,888-998-2546,12/1/2025 12:23:20 AM,GPS,37.7385269572963,-88.9517424262118,Marion,US,,,IL,1910 West Coolidge Avenue,62959,,,,,,,,,,,,[""J1772""],,,2,Blink Network,https://blinkcharging.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': 13.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': 13.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""3852f2fd-b5b7-48ea-ab02-f98179d0a637""],"[""c7976720-2f89-48db-9118-921a22161210"",""f6a16516-4146-4650-8bcb-90699b146e13""]",-9902062.6721,4542554.0067
70919,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,346493,,5/18/2024 12:00:00 AM,,[],0,E,,,1300 EV CHARGER 1300 ARLINGTON2,888-758-4389,12/1/2025 2:24:58 AM,GPS,41.99045,-88.004325,Itasca,US,Public parking next to the dock.,,IL,1300 North Arlington Heights Road,60143,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL15814341""],"[""25433991"",""25434001""]",-9796596.6466,5159549.0077
70920,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,346494,,5/18/2024 12:00:00 AM,,[],0,E,,,1300 EV CHARGER 1300 ARLINGTON1,888-758-4389,12/1/2025 2:24:58 AM,GPS,41.99046,-88.004387,Itasca,US,Public parking next to dock,,IL,1300 North Arlington Heights Road,60143,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL15814471""],"[""25434181"",""25434191""]",-9796603.5484,5159550.5054
70935,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,346519,,5/18/2024 12:00:00 AM,,[],0,E,,,KIA OF URBANA WELCOME CENTER,888-758-4389,12/1/2025 2:25:36 AM,GPS,40.137825,-88.19654,Urbana,US,south side of hyundai in mega sales,,IL,1111 Napleton Way,61802,,,,,,,,,,,,"[""CHADEMO"",""J1772COMBO""]",1,,,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': 50.0, 'port_count': 1}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 50.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]",,,,[""USCPIL15869361""],[""25503021""],-9817993.9225,4885990.8927
71117,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,346843,,7/7/2023 12:00:00 AM,,[],0,E,,,Encore Hospitality,888-998-2546,12/1/2025 12:44:25 AM,GPS,41.759387,-88.310221,Aurora,US,,,IL,111 North Broadway,60505,,,,,,,,,,,,[""J1772""],,,2,Blink Network,https://blinkcharging.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""fb380f56-731b-4469-9d6f-23485a80d2fe""],"[""0b8b3ae6-42c1-47f3-b7ff-8d8647e99fbf"",""d796d763-7693-4bcb-b5c1-75fb6153a62d""]",-9830648.8336,5125004.6497
71144,public,Mon: 6:00am-12:00am; Tue: 6:00am-12:00am; Wed: 6:00am-12:00am; Thu: 6:00am-12:00am; Fri: 6:00am-12:00am; Sat: 6:00am-12:00am; Sun: 6:00am-12:00am,,,12/1/2025 12:00:00 AM,,ELEC,Public,346880,,5/25/2024 12:00:00 AM,,[],0,E,,,LVCH CHEVRO FRONT L3,888-758-4389,12/1/2025 2:26:02 AM,GPS,42.271652,-87.951713,Libertyville,US,Libertyville Chevrolet,,IL,1001 S Milwaukee Ave,60048,,,,,,,,,,,,"[""CHADEMO"",""J1772COMBO""]",1,,,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': 62.5, 'port_count': 1}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 62.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]",,,,[""USCPIL15894821""],[""25532281""],-9790739.9056,5201758.8552
71145,public,Mon: 6:00am-12:00am; Tue: 6:00am-12:00am; Wed: 6:00am-12:00am; Thu: 6:00am-12:00am; Fri: 6:00am-12:00am; Sat: 6:00am-12:00am; Sun: 6:00am-12:00am,,,12/1/2025 12:00:00 AM,,ELEC,Public,346881,,5/25/2024 12:00:00 AM,,[],0,E,,,LVHY CPE250 NORTH,888-758-4389,12/1/2025 2:26:02 AM,GPS,42.272153,-87.951691,Libertyville,US,Hyundai Libertyville,,IL,901 S Milwaukee Ave,60048,,,,,,,,,,,,"[""CHADEMO"",""J1772COMBO""]",1,,,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': 62.5, 'port_count': 1}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 62.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]",,,,[""USCPIL15894871""],[""25532351""],-9790737.4565,5201834.2255
71159,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,346923,,5/22/2024 12:00:00 AM,,[],0,E,,,Schimmer Hyundai,888-998-2546,12/1/2025 12:19:46 AM,GPS,41.338749,-89.116085,Peru,US,,,IL,911 Shooting Park Road,61354,,,,,,,,,,,,"[""J1772"",""J1772COMBO""]",2,,2,Blink Network,https://blinkcharging.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': 13.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 120.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 120.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': 13.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""6f15f928-cc82-4a56-8697-f582d6d91825""],"[""1ac79333-8320-4e10-b35f-cee6360c6e87"",""43361f22-9bdf-4072-b7e7-9ebbd671ecc4"",""d1c7675e-8689-436e-ba52-3841a4969363"",""eabb99ae-8f04-4111-beee-046a3c27f59b""]",-9920357.2037,5062436.1965
71352,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,347333,,6/4/2024 12:00:00 AM,,[],0,E,,,155 N WACKER DR P2 EV CHARGER,888-758-4389,12/1/2025 2:26:22 AM,GPS,41.8847,-87.636612,Chicago,US,,,IL,155 N Wacker Dr,60606,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL15928251""],"[""25571571"",""25571581""]",-9755663.0227,5143723.6801
